hash,date,year_month,files,insertions,deletions,churn,entropy,num_authors,msg_len
188f478,2021-05-03,2021-05,0,2,0,0,0.0,1,81
cb13128,2021-05-02,2021-05,1,4,29,33,0.0,1,271
7f87f3d,2021-05-02,2021-05,6,53,68,121,16.1342,1,691
2889da6,2021-05-03,2021-05,3,34,28,62,7.534,1,351
47f0e79,2021-05-03,2021-05,0,74,108,0,0.0,1,63
e2b7d10,2021-05-03,2021-05,1,1,1,2,0.0,1,24
d7ac6f5,2021-05-03,2021-05,0,1,1,0,0.0,1,80
c93a2d7,2021-05-03,2021-05,1,2,2,4,0.0,1,261
3c9b854,2021-05-03,2021-05,0,2,2,0,0.0,1,104
95e5843,2021-05-10,2021-05,1,3,3,6,0.0,1,359
e1b3a05,2021-05-10,2021-05,0,3,3,0,0.0,1,104
79ac96f,2021-05-10,2021-05,1,1,0,1,0.0,1,30
2c88e8a,2021-05-10,2021-05,0,1,0,0,0.0,1,87
531671c,2021-05-06,2021-05,2,14,8,22,4.4966,1,38
28262c3,2021-05-10,2021-05,0,14,8,0,0.0,1,71
8b72f6a,2021-05-11,2021-05,1,2,0,2,0.0,1,25
9c1e7f6,2021-05-11,2021-05,0,2,0,0,0.0,1,87
f8f0caf,2021-05-11,2021-05,6,44,27,71,10.0445,1,19
3a5532b,2021-05-11,2021-05,2,4,13,17,3.9058,1,40
1403d35,2021-05-11,2021-05,3,10,7,17,4.2634,1,23
f8e63d3,2021-05-11,2021-05,2,2,2,4,2.3219,1,21
2f0c62f,2021-05-11,2021-05,0,60,49,0,0.0,1,66
6fb1101,2021-05-11,2021-05,2,7,1,8,2.5717,1,24
2846aba,2021-05-11,2021-05,2,7,1,8,2.5717,1,24
80a4e62,2021-05-11,2021-05,2,3,1,4,2.3219,1,28
905e5c2,2021-05-11,2021-05,0,3,1,0,0.0,1,80
52adf2e,2021-05-11,2021-05,5,9,9,18,9.3334,1,30
15b2241,2021-05-11,2021-05,0,9,9,0,0.0,1,84
19f458f,2021-05-11,2021-05,0,9,9,0,0.0,1,43
2ddbcee,2021-05-12,2021-05,3,9,13,22,6.1004,1,95
48325db,2021-05-11,2021-05,0,9,13,0,0.0,1,91
22d82e7,2021-05-11,2021-05,0,9,13,0,0.0,1,43
57b19fd,2021-05-12,2021-05,1,2,2,4,0.0,1,42
d575de5,2021-05-12,2021-05,1,2,2,4,0.0,1,42
2889ea4,2021-05-12,2021-05,1,1,0,1,0.0,1,41
80d9519,2021-05-12,2021-05,0,1,0,0,0.0,1,92
fc82dd5,2021-05-12,2021-05,2,19,1,20,3.1709,1,89
d906c71,2021-05-12,2021-05,0,19,1,0,0.0,1,103
1492160,2021-05-13,2021-05,1,1,1,2,0.0,1,13
c121e8c,2021-05-13,2021-05,0,1,1,0,0.0,1,58
89475e5,2021-05-12,2021-05,2,43,41,84,1.0404,1,32
2baaa8f,2021-05-13,2021-05,1,5,3,8,0.0,1,27
6fe7f45,2021-05-13,2021-05,2,22,2,24,1.9217,1,43
25884c4,2021-05-13,2021-05,4,7,3,10,6.5572,1,48
6414df9,2021-05-13,2021-05,0,77,49,0,0.0,1,66
d5aadba,2021-05-12,2021-05,3,32,22,54,2.6306,1,56
d8c37f4,2021-05-13,2021-05,0,32,22,0,0.0,1,113
7c52614,2021-05-13,2021-05,4,28,85,113,7.1344,1,36
08e459e,2021-05-13,2021-05,0,28,85,0,0.0,1,94
e93704f,2021-05-13,2021-05,3,45,6,51,6.3519,1,47
f3551c8,2021-05-13,2021-05,0,45,6,0,0.0,1,98
4240ace,2021-05-13,2021-05,0,202,163,0,0.0,1,43
6d8b4ce,2021-05-13,2021-05,3,11,9,20,5.9778,1,44
ae647b5,2021-05-13,2021-05,0,11,9,0,0.0,1,114
661bbcd,2021-05-13,2021-05,2,2,2,4,2.3219,1,21
c04b0de,2021-05-13,2021-05,0,2,2,0,0.0,1,66
5bd959f,2021-05-13,2021-05,0,16,5,0,0.0,1,31
1ce0f77,2021-05-13,2021-05,0,16,5,0,0.0,1,20
3ace642,2021-05-13,2021-05,4,9,3,12,5.9725,1,144
5f8d3ea,2021-05-13,2021-05,0,9,3,0,0.0,1,113
64a5d7a,2021-05-13,2021-05,2,3,3,6,2.578,1,21
1ca199f,2021-05-13,2021-05,0,3,3,0,0.0,1,74
8648750,2021-05-13,2021-05,0,9,1,0,0.0,1,31
636f195,2021-05-13,2021-05,0,9,1,0,0.0,1,20
a7b02b3,2021-05-14,2021-05,4,28,16,44,8.9072,1,33
9039534,2021-05-14,2021-05,0,28,16,0,0.0,1,90
6e0fb11,2021-05-14,2021-05,0,28,16,0,0.0,1,90
9c186cc,2021-05-14,2021-05,1,2,2,4,0.0,1,65
f64fff6,2021-05-14,2021-05,0,2,2,0,0.0,1,80
6fbdeb8,2021-05-16,2021-05,2,16,0,16,2.2218,1,147
1c30523,2021-05-17,2021-05,0,16,0,0,0.0,1,52
1b5f21e,2021-05-16,2021-05,1,16,27,43,0.0,1,24
19b905e,2021-05-17,2021-05,0,16,27,0,0.0,1,83
afc907f,2021-05-17,2021-05,1,1,1,2,0.0,1,43
b5518e2,2021-05-17,2021-05,0,1,1,0,0.0,1,91
10425fb,2021-05-20,2021-05,2,27,0,27,1.8313,1,41
69e6d59,2021-05-20,2021-05,0,27,0,0,0.0,1,94
cfda270,2021-05-20,2021-05,3,5,5,10,4.7427,1,28
9889ca8,2021-05-20,2021-05,3,9,9,18,5.7417,1,38
0cfce9a,2021-05-20,2021-05,0,14,14,0,0.0,1,64
83f7efa,2021-05-20,2021-05,0,76,44,0,0.0,1,20
0d594b8,2021-05-21,2021-05,1,6,0,6,0.0,1,176
bf98271,2021-05-15,2021-05,2,11,2,13,2.3582,1,166
8796b2a,2021-05-17,2021-05,1,4,2,6,0.0,1,188
10a36cb,2021-05-17,2021-05,3,19,7,26,6.2494,1,128
a82cc31,2021-05-17,2021-05,1,2,0,2,0.0,1,18
36872e7,2021-05-21,2021-05,1,2,0,2,0.0,1,32
a541c2a,2021-05-21,2021-05,1,1,1,2,0.0,1,24
99afbb2,2021-05-18,2021-05,2,28,42,70,1.9433,1,173
141fde1,2021-05-18,2021-05,3,51,34,85,9.6046,1,301
c2920e2,2021-05-18,2021-05,2,15,1,16,2.8457,1,188
67b0b7e,2021-05-20,2021-05,3,55,29,84,7.3541,1,32
63b3067,2021-05-20,2021-05,3,30,0,30,7.0281,1,39
9409be6,2021-05-20,2021-05,3,34,17,51,6.1925,1,51
714b0a4,2021-05-21,2021-05,2,8,0,8,2.5717,1,127
3257b75,2021-05-21,2021-05,2,25,1,26,2.9451,1,155
255461d,2021-05-21,2021-05,0,204,82,0,0.0,1,113
6b1c4e9,2021-05-21,2021-05,0,2,0,0,0.0,1,80
7ab934f,2021-05-21,2021-05,2,5,2,7,1.775,1,40
9f606a8,2021-05-21,2021-05,0,5,2,0,0.0,1,91
fe2d744,2021-05-21,2021-05,2,2,2,4,2.3219,1,21
bc90801,2021-05-21,2021-05,0,2,2,0,0.0,1,74
e22021d,2021-05-21,2021-05,2,7,1,8,2.5717,1,24
7161776,2021-05-21,2021-05,0,261,97,0,0.0,1,20
aa6fbf2,2021-05-24,2021-05,1,1,1,2,0.0,1,35
d81aa70,2021-05-24,2021-05,0,1,1,0,0.0,1,82
f7adb2c,2021-05-24,2021-05,2,3,1,4,2.3219,1,37
a960236,2021-05-25,2021-05,4,13,6,19,8.3469,1,76
8e589da,2021-05-30,2021-05,2,5,3,8,2.5717,1,38
6f5870a,2021-05-29,2021-05,0,21,10,0,0.0,1,45
0ce270d,2021-05-12,2021-05,2,4,1,5,2.5099,1,57
5d0104f,2021-06-01,2021-06,1,1,1,2,0.0,1,405
cd0086b,2021-06-01,2021-06,0,1,1,0,0.0,1,109
491ea32,2021-06-01,2021-06,1,1,1,2,0.0,1,44
270eb2d,2021-05-28,2021-05,4,34,3,37,7.0257,1,57
5205cd4,2021-06-01,2021-06,1,4,4,8,0.0,1,101
6a4e7e9,2021-05-31,2021-05,5,38,13,51,10.2651,1,47
1b10e08,2021-06-02,2021-06,2,21,21,42,4.6835,1,473
aac6728,2021-06-01,2021-06,0,21,21,0,0.0,1,133
63893a4,2021-06-06,2021-06,1,1,1,2,0.0,1,100
92bed66,2021-06-08,2021-06,1,1,1,2,0.0,1,29
399b851,2021-06-08,2021-06,0,1,1,0,0.0,1,62
34027d8,2021-06-14,2021-06,1,4,2,6,0.0,1,30
a44c722,2021-06-05,2021-06,3,16,3,19,5.3436,1,502
f8ca80c,2021-06-15,2021-06,0,4,2,0,0.0,1,89
f353d12,2021-06-18,2021-06,1,3,3,6,0.0,1,150
5fa7d2e,2021-06-18,2021-06,1,1,1,2,0.0,1,21
7b696e0,2021-06-18,2021-06,1,7,6,13,0.0,1,18
5261aeb,2021-06-20,2021-06,0,7,6,0,0.0,1,88
d426b58,2021-06-20,2021-06,0,1,1,0,0.0,1,79
35eb582,2021-06-20,2021-06,1,8,8,16,0.0,1,49
49cbb77,2021-06-21,2021-06,0,8,8,0,0.0,1,97
c224832,2021-06-26,2021-06,1,2,2,4,0.0,1,26
ba6db2e,2021-06-26,2021-06,0,118,43,0,0.0,1,53
7023145,2021-06-27,2021-06,0,2,2,0,0.0,1,71
6fe9235,2021-07-01,2021-07,2,24,24,48,4.8897,1,567
01e804a,2021-07-01,2021-07,0,24,24,0,0.0,1,108
d0f19f7,2021-07-01,2021-07,2,2,2,4,2.3219,1,486
e145f9c,2021-07-01,2021-07,0,2,2,0,0.0,1,100
ae53c32,2021-07-01,2021-07,1,3,1,4,0.0,1,524
c9796f8,2021-07-01,2021-07,2,2,2,4,2.3219,1,563
7207814,2021-07-01,2021-07,2,5,6,11,3.5636,1,411
c6d8bee,2021-07-01,2021-07,0,3,1,0,0.0,1,104
7b3bb7b,2021-07-01,2021-07,0,2,2,0,0.0,1,115
9fa8b0f,2021-07-01,2021-07,2,4,1,5,2.5099,1,24
2850715,2021-07-01,2021-07,0,9,7,0,0.0,1,94
f9ccca9,2021-07-05,2021-07,1,3,3,6,0.0,1,393
8e62bf6,2021-07-06,2021-07,0,3,3,0,0.0,1,104
6e1b720,2021-07-06,2021-07,1,1,1,2,0.0,1,16
7a73171,2021-07-06,2021-07,0,3,3,0,0.0,1,20
922e91b,2021-07-07,2021-07,1,1,1,2,0.0,1,37
29c09a9,2021-07-07,2021-07,1,3,4,7,0.0,1,37
85c35bd,2021-07-07,2021-07,1,2,2,4,0.0,1,141
3127c30,2021-07-07,2021-07,2,2,2,4,2.3219,1,24
e7b16b5,2021-07-07,2021-07,0,2,2,0,0.0,1,72
bb3217b,2021-08-01,2021-08,1,1,1,2,0.0,1,490
7a3b8bb,2021-08-01,2021-08,2,6,6,12,3.7004,1,504
3e507a7,2021-08-01,2021-08,2,2,2,4,2.3219,1,563
c0f583f,2021-08-01,2021-08,2,2,2,4,2.3219,1,492
f5f51cd,2021-08-01,2021-08,0,2,2,0,0.0,1,100
4550beb,2021-08-01,2021-08,0,2,2,0,0.0,1,115
625595c,2021-08-01,2021-08,0,6,6,0,0.0,1,98
e248e09,2021-08-01,2021-08,0,1,1,0,0.0,1,95
f2b1dc4,2021-08-02,2021-08,1,3,3,6,0.0,1,401
0826be4,2021-08-03,2021-08,0,3,3,0,0.0,1,104
858cc9c,2021-08-05,2021-08,1,1,1,2,0.0,1,187
5dfa67e,2021-08-05,2021-08,0,1,1,0,0.0,1,100
a0afb6f,2021-08-05,2021-08,0,4,5,0,0.0,1,86
e18ed45,2021-08-05,2021-08,1,5,1,6,0.0,1,48
50b7dcb,2021-08-05,2021-08,0,5,1,0,0.0,1,96
5119657,2021-06-07,2021-06,2,45,41,86,5.6963,1,90
187f6ce,2021-08-05,2021-08,0,45,41,0,0.0,1,86
9a2adfb,2021-06-16,2021-06,4,8,5,13,6.9824,1,35
06cf349,2021-08-05,2021-08,0,8,5,0,0.0,1,95
892ae95,2021-06-19,2021-06,3,16,1,17,5.7515,1,30
66d9d4f,2021-08-05,2021-08,0,16,1,0,0.0,1,87
aa6dd09,2021-06-23,2021-06,3,16,8,24,5.2132,1,60
2305b05,2021-08-05,2021-08,1,17,4,21,0.0,1,31
c3f923d,2021-08-05,2021-08,0,29,8,0,0.0,1,89
9f0da9b,2021-06-25,2021-06,3,26,12,38,5.6345,1,40
ef3a82a,2021-08-05,2021-08,0,26,12,0,0.0,1,89
afc13b9,2021-08-05,2021-08,0,138,78,0,0.0,1,43
9830fd8,2021-08-08,2021-08,1,1,1,2,0.0,1,15
9c91bb3,2021-08-10,2021-08,0,1,1,0,0.0,1,62
7e40882,2021-08-10,2021-08,0,1,1,0,0.0,1,43
d9133e9,2021-08-10,2021-08,4,58,54,112,10.4537,1,19
78e82a3,2021-08-10,2021-08,1,4,4,8,0.0,1,23
31ce7d6,2021-08-10,2021-08,3,23,0,23,6.5482,1,22
4820737,2021-08-10,2021-08,0,85,58,0,0.0,1,78
13c0eef,2021-08-10,2021-08,0,57,31,0,0.0,1,43
d4b540e,2021-08-10,2021-08,1,1,1,2,0.0,1,36
ae5ad9e,2021-08-10,2021-08,3,5,0,5,3.9341,1,22
a430c43,2021-08-10,2021-08,0,5,0,0,0.0,1,43
84aa870,2021-08-13,2021-08,1,3,4,7,0.0,1,53
3261a94,2021-08-14,2021-08,0,3,4,0,0.0,1,107
53eef27,2021-08-14,2021-08,0,3,4,0,0.0,1,43
fafc132,2021-08-29,2021-08,2,2,2,4,2.3219,1,47
b5bdcb4,2021-09-01,2021-09,2,2,2,4,2.3219,1,527
f6e4e8a,2021-09-01,2021-09,1,1,1,2,0.0,1,547
6d32d34,2021-09-01,2021-09,1,1,1,2,0.0,1,490
e4373eb,2021-09-01,2021-09,0,2,2,0,0.0,1,110
d7199c8,2021-09-01,2021-09,0,1,1,0,0.0,1,109
048709c,2021-09-01,2021-09,0,1,1,0,0.0,1,95
c58ff55,2021-09-01,2021-09,2,2,2,4,2.3219,1,509
d01d26e,2021-09-01,2021-09,0,2,2,0,0.0,1,98
4a37b62,2021-09-06,2021-09,1,2,2,4,0.0,1,261
6f852d0,2021-09-07,2021-09,0,2,2,0,0.0,1,104
e1dce5c,2021-09-08,2021-09,1,1,1,2,0.0,1,24
7c7b583,2021-09-08,2021-09,1,2,2,4,0.0,1,23
313a70d,2021-09-08,2021-09,4,15,15,30,7.0627,1,19
24aab7a,2021-09-08,2021-09,0,13,13,0,0.0,1,20
9d9108f,2021-09-14,2021-09,1,1,1,2,0.0,1,80
ca0033c,2021-09-15,2021-09,0,1,1,0,0.0,1,79
aa1d34d,2021-09-22,2021-09,1,4,4,8,0.0,1,98
6a4bf9e,2021-10-01,2021-10,5,21,20,41,8.0811,1,49
34ff7d7,2021-10-01,2021-10,0,21,20,0,0.0,1,74
42a6da2,2021-10-01,2021-10,5,21,21,42,9.1415,1,19
3b83d0c,2021-10-01,2021-10,0,21,21,0,0.0,1,78
f4a2c35,2021-10-01,2021-10,0,43,42,0,0.0,1,20
3a78f50,2021-09-27,2021-09,1,1,1,2,0.0,1,28
56c8bdd,2021-10-01,2021-10,0,1,1,0,0.0,1,94
22933a8,2021-09-22,2021-09,1,2,1,3,0.0,1,36
b4094b3,2021-10-01,2021-10,0,2,1,0,0.0,1,68
1a40d9b,2021-09-21,2021-09,3,5,6,11,5.1458,1,47
f8c881b,2021-10-01,2021-10,0,5,6,0,0.0,1,69
7685851,2021-10-01,2021-10,1,1,1,2,0.0,1,18
4346498,2021-10-01,2021-10,0,1,1,0,0.0,1,66
166a2a6,2021-08-10,2021-08,3,105,26,131,7.6784,1,363
3f6cdbd,2021-10-03,2021-10,1,52,51,103,0.0,1,183
6d637f0,2021-10-03,2021-10,0,141,61,0,0.0,1,93
5684f48,2021-10-03,2021-10,0,150,70,0,0.0,1,20
174fe44,2021-10-04,2021-10,2,2,2,4,2.3219,1,21
6f77625,2021-10-04,2021-10,0,2,2,0,0.0,1,74
1cf43e0,2021-10-04,2021-10,0,1,1,0,0.0,1,20
6d65595,2021-10-05,2021-10,1,3,1,4,0.0,1,45
5a1c5eb,2021-10-05,2021-10,0,3,1,0,0.0,1,100
fb82e3c,2021-10-05,2021-10,0,3,1,0,0.0,1,20
b2b6045,2021-10-05,2021-10,1,2,0,2,0.0,1,39
8ddf80c,2021-10-05,2021-10,0,2,0,0,0.0,1,94
44bc286,2021-10-05,2021-10,0,2,0,0,0.0,1,20
58a08a1,2021-10-12,2021-10,3,9,9,18,6.5014,1,33
c5ed6c5,2021-10-13,2021-10,0,9,9,0,0.0,1,115
21def4e,2021-10-16,2021-10,2,4,4,8,2.5717,1,53
ded812b,2021-10-16,2021-10,0,4,4,0,0.0,1,106
225ff3e,2021-10-18,2021-10,1,1,1,2,0.0,1,96
860431f,2021-11-01,2021-11,5,37,37,74,11.4973,1,19
303a1e6,2021-11-01,2021-11,0,37,37,0,0.0,1,78
0ae0f59,2021-11-01,2021-11,0,50,50,0,0.0,1,20
1f40c77,2021-11-05,2021-11,4,10,8,18,6.1451,1,25
7a5aa57,2021-11-05,2021-11,0,10,8,0,0.0,1,85
3c36d04,2021-11-05,2021-11,0,10,8,0,0.0,1,20
a2e79ee,2021-11-07,2021-11,1,1,1,2,0.0,1,174
8600945,2021-11-07,2021-11,0,1,1,0,0.0,1,84
e609ddd,2021-11-11,2021-11,9,11,33,44,15.895,1,15
1b552d0,2021-11-11,2021-11,6,22,13,35,11.518,1,24
df806c8,2021-11-11,2021-11,1,145,36,179,0.0,1,42
ea93a52,2021-11-11,2021-11,0,178,82,0,0.0,1,70
e21e003,2021-11-12,2021-11,3,34,102,136,8.6075,1,41
2bd7aed,2021-11-12,2021-11,2,5,26,31,1.7256,1,34
218534a,2021-11-12,2021-11,2,2,60,62,0.712,1,41
b750177,2021-11-12,2021-11,4,2,27,29,4.5418,1,27
f8cdc78,2021-11-12,2021-11,2,2,22,24,1.9217,1,31
48f2afb,2021-11-12,2021-11,3,10,18,28,4.5975,1,50
15a3e82,2021-11-12,2021-11,2,13,4,17,4.1595,1,47
7620cb7,2021-11-12,2021-11,0,68,259,0,0.0,1,84
7860c1d,2021-11-15,2021-11,1,0,3,3,0.0,1,22
4e8787b,2021-11-15,2021-11,6,53,1,54,12.8386,1,37
a2258dd,2021-11-15,2021-11,3,3,3,6,4.4496,1,37
564bb27,2021-11-15,2021-11,2,41,12,53,4.24,1,18
3720669,2021-11-15,2021-11,0,97,16,0,0.0,1,106
ea66c68,2021-11-15,2021-11,0,94,13,0,0.0,1,20
46b39e2,2021-10-07,2021-10,2,2,8,10,1.6225,1,27
b831e85,2021-11-15,2021-11,0,2,8,0,0.0,1,79
e679a85,2021-10-25,2021-10,2,7,4,11,2.4523,1,34
c8bf420,2021-11-15,2021-11,0,7,4,0,0.0,1,97
282d862,2021-10-31,2021-10,1,20,8,28,0.0,1,116
d086a51,2021-11-16,2021-11,0,20,8,0,0.0,1,83
6b0c8cd,2021-11-16,2021-11,0,29,20,0,0.0,1,20
47e4bd5,2021-10-16,2021-10,2,4,1,5,2.5099,1,57
04c6a85,2021-11-16,2021-11,0,4,1,0,0.0,1,109
c8ddb94,2021-11-16,2021-11,2,22,2,24,1.9217,1,26
9486b6c,2021-11-16,2021-11,0,22,2,0,0.0,1,87
9fe2131,2021-11-16,2021-11,1,22,22,44,0.0,1,23
2e10fc2,2021-11-16,2021-11,4,56,0,56,7.3665,1,37
776bf09,2021-11-16,2021-11,0,78,22,0,0.0,1,102
f16524e,2021-12-16,2021-12,1,1,1,2,0.0,1,8
624ed4d,2021-12-15,2021-12,0,1,1,0,0.0,1,56
9d36623,2021-12-22,2021-12,6,44,43,87,12.3948,1,19
c5ca175,2021-12-22,2021-12,0,44,43,0,0.0,1,78
edac7e3,2021-12-22,2021-12,0,122,65,0,0.0,1,20
c627b5e,2021-12-22,2021-12,1,8,4,12,0.0,1,32
2952e6a,2021-12-22,2021-12,1,7,0,7,0.0,1,21
a65683a,2021-12-22,2021-12,1,1,1,2,0.0,1,542
79b3cec,2021-12-22,2021-12,1,1,0,1,0.0,1,32
9e00bec,2021-12-22,2021-12,1,2,2,4,0.0,1,26
9504de9,2021-12-22,2021-12,0,3,3,0,0.0,1,125
a841cfa,2021-11-20,2021-11,2,12,3,15,2.8877,1,423
7b0c82d,2021-12-22,2021-12,0,12,3,0,0.0,1,88
633449a,2021-11-19,2021-11,2,11,1,12,2.4054,1,17
b1a00eb,2021-12-22,2021-12,2,9,8,17,2.179,1,76
6389c07,2021-12-22,2021-12,0,15,4,0,0.0,1,129
0122a4f,2021-12-12,2021-12,1,13,6,19,0.0,1,57
990a95f,2021-12-22,2021-12,0,13,6,0,0.0,1,83
93a7f08,2021-12-22,2021-12,1,4,0,4,0.0,1,38
1a1c7ea,2021-12-22,2021-12,1,4,0,4,0.0,1,108
0fb5c2f,2021-12-22,2021-12,0,40,13,0,0.0,1,20
9e50ad5,2021-12-22,2021-12,1,1,1,2,0.0,1,38
660994e,2021-12-22,2021-12,0,1,1,0,0.0,1,20
a025ee3,2022-01-13,2022-01,5,27,29,56,10.2068,1,19
e103747,2022-01-13,2022-01,0,27,29,0,0.0,1,20
66f2ac6,2022-01-13,2022-01,4,23,10,33,7.7997,1,18
d03df1f,2022-01-13,2022-01,0,4,3,0,0.0,1,20
afe77fe,2022-01-11,2022-01,9,155,0,155,20.6012,1,28
981a94d,2022-01-14,2022-01,0,155,0,0,0.0,1,73
08ad8aa,2021-12-30,2021-12,1,0,12,12,0.0,1,34
de4b280,2022-01-14,2022-01,0,0,12,0,0.0,1,86
aab064f,2022-01-14,2022-01,2,7,24,31,1.7256,1,53
fdac8a5,2022-01-14,2022-01,0,7,24,0,0.0,1,108
751d85f,2022-01-17,2022-01,3,15,6,21,3.2235,1,52
9a134da,2022-01-27,2022-01,1,2,1,3,0.0,1,45
436c7af,2022-02-07,2022-02,1,2,2,4,0.0,1,285
528db86,2022-02-08,2022-02,0,2,2,0,0.0,1,104
17c46b2,2022-02-08,2022-02,0,15,6,0,0.0,1,93
694eb84,2022-02-08,2022-02,1,2,2,4,0.0,1,40
bc094db,2022-02-08,2022-02,0,2,1,0,0.0,1,92
6f7d99c,2022-02-08,2022-02,9,46,144,190,12.1665,1,38
426a1e2,2022-02-08,2022-02,2,16,4,20,4.1027,1,21
9256747,2022-02-08,2022-02,1,2,8,10,0.0,1,34
1fd8654,2022-02-08,2022-02,1,0,10,10,0.0,1,43
d6496c8,2022-02-08,2022-02,0,64,166,0,0.0,1,101
e37e871,2022-02-09,2022-02,0,221,180,0,0.0,1,20
7c5f17a,2022-02-09,2022-02,3,10,6,16,6.1312,1,19
1be65b1,2022-02-09,2022-02,2,33,30,63,1.2184,1,48
e06dad6,2022-02-09,2022-02,0,33,30,0,0.0,1,105
beae124,2021-07-06,2021-07,3,33,1,34,6.2731,1,44
48ee204,2022-02-09,2022-02,0,33,1,0,0.0,1,118
761d7e1,2022-02-13,2022-02,2,226,370,585,0.7585,1,20
c15f74c,2022-02-13,2022-02,0,226,370,0,0.0,1,72
702d973,2022-02-14,2022-02,2,2,2,4,2.3219,1,21
ef557b3,2022-02-14,2022-02,0,2,2,0,0.0,1,74
b6a8ccd,2022-02-14,2022-02,0,227,371,0,0.0,1,20
6f79cb8,2022-02-16,2022-02,1,2,1,3,0.0,1,37
ad13dbc,2022-02-17,2022-02,1,1,0,1,0.0,1,41
642ca6e,2022-02-17,2022-02,0,1,0,0,0.0,1,20
3897a51,2022-02-19,2022-02,0,2,1,0,0.0,1,90
aa13521,2022-02-22,2022-02,2,11,0,11,3.0306,1,36
4843590,2022-02-22,2022-02,0,11,0,0,0.0,1,92
7dc26a1,2022-03-01,2022-03,1,1,1,2,0.0,1,462
8122973,2022-03-01,2022-03,0,1,1,0,0.0,1,125
af34b8c,2022-03-08,2022-03,1,13,8,21,0.0,1,35
b655a9d,2022-03-08,2022-03,0,13,8,0,0.0,1,97
b707bf4,2022-03-15,2022-03,2,9,2,11,2.4523,1,64
0ef1e65,2022-03-15,2022-03,0,9,2,0,0.0,1,107
8886328,2022-03-15,2022-03,5,19,27,46,10.1448,1,36
190dd4d,2022-03-15,2022-03,3,15,9,24,5.9473,1,39
cb7cd1e,2022-03-15,2022-03,0,34,36,0,0.0,1,97
faaa559,2022-03-15,2022-03,3,14,3,17,5.5578,1,26
7abcf57,2022-03-15,2022-03,0,14,3,0,0.0,1,87
d80f41f,2022-03-22,2022-03,1,1,1,2,0.0,1,24
598afa0,2022-03-22,2022-03,0,1,1,0,0.0,1,48
c9a1f7a,2022-03-23,2022-03,3,44,35,79,9.8176,1,121
0a300d0,2022-03-23,2022-03,2,10,6,16,2.2218,1,44
6578b49,2022-03-23,2022-03,1,7,5,12,0.0,1,41
ce7b884,2022-03-23,2022-03,0,61,46,0,0.0,1,88
81c7ff7,2022-03-25,2022-03,6,20,9,29,11.8656,1,35
425a626,2022-03-25,2022-03,0,20,9,0,0.0,1,104
08a283a,2022-03-08,2022-03,3,94,23,117,10.5089,1,565
4eb5e94,2022-03-25,2022-03,4,136,62,198,12.6911,1,159
e75d575,2022-03-25,2022-03,2,24,9,33,4.3007,1,30
2f5a2ab,2022-03-25,2022-03,0,190,30,0,0.0,1,104
41aaaf7,2022-03-25,2022-03,1,0,7,7,0.0,1,45
cd4ab00,2022-03-28,2022-03,1,1,1,2,0.0,1,10
f5ed54b,2022-03-28,2022-03,1,4,3,7,0.0,1,58
7d264d7,2022-03-28,2022-03,2,2,2,4,2.3219,1,21
65b0eef,2022-03-28,2022-03,0,7,6,0,0.0,1,74
b109b09,2022-03-28,2022-03,2,7,1,8,2.5717,1,19
5589915,2022-03-30,2022-03,2,7,1,8,2.5717,1,19
d023d94,2022-03-30,2022-03,2,4,1,5,2.5099,1,38
c3d0880,2022-03-30,2022-03,0,4,1,0,0.0,1,108
c419931,2022-03-30,2022-03,1,1,1,2,0.0,1,21
a8f4ee1,2022-03-30,2022-03,0,1,1,0,0.0,1,74
c6f2977,2022-03-30,2022-03,1,1,1,2,0.0,1,21
188bd17,2022-03-30,2022-03,0,1,1,0,0.0,1,74
45fc77d,2022-03-30,2022-03,0,10,1,0,0.0,1,20
9f4f559,2022-04-01,2022-04,1,1,1,2,0.0,1,512
f70abe6,2022-04-01,2022-04,0,1,1,0,0.0,1,117
26555a8,2022-04-01,2022-04,5,25,25,50,12.4741,1,19
0d4e71b,2022-04-01,2022-04,0,25,25,0,0.0,1,78
f59574f,2022-04-01,2022-04,0,25,25,0,0.0,1,20
50bf3bb,2022-04-04,2022-04,1,1,1,2,0.0,1,535
5641478,2022-04-08,2022-04,1,1,1,2,0.0,1,24
b9729a0,2022-04-08,2022-04,0,2,2,0,0.0,1,104
e3c014f,2022-04-08,2022-04,1,1,1,2,0.0,1,62
5c0b9a6,2022-04-08,2022-04,0,1,1,0,0.0,1,42
19d7a0e,2022-04-08,2022-04,1,2,2,4,0.0,1,42
5334e28,2022-04-08,2022-04,0,2,2,0,0.0,1,41
a03719b,2022-04-08,2022-04,0,5,5,0,0.0,1,20
411dbb3,2022-04-11,2022-04,1,0,10,10,0.0,1,15
4dd14ed,2022-04-13,2022-04,1,3,3,6,0.0,1,27
2b8b478,2022-04-13,2022-04,0,3,3,0,0.0,1,71
69f71b4,2022-04-24,2022-04,2,7,1,8,2.5717,1,19
eede1a3,2022-04-12,2022-04,2,8,1,9,3.0505,1,29
dba2be9,2022-04-24,2022-04,0,8,1,0,0.0,1,126
5050a18,2022-04-18,2022-04,3,11,1,12,5.4891,1,28
2ec1193,2022-04-24,2022-04,0,11,1,0,0.0,1,63
cb4f742,2022-04-24,2022-04,0,28,15,0,0.0,1,20
c395b13,2022-04-24,2022-04,5,17,17,34,11.2308,1,19
2b0b77c,2022-04-24,2022-04,0,17,17,0,0.0,1,20
