month,entropy,commit_count,avg_insertions,avg_deletions,month_str,is_release,repo,entropy_lag1,entropy_lag2,entropy_delta,commit_delta,churn_ratio,entropy_rolling3
2021-10,7.265500098899862,254.0,28.031496062992126,9.496062992125983,2021-10,1,rails,4.24166781908003,7.632376112924636,3.023832279819832,21.0,0.746957616429949,6.379848010301509
2021-11,7.569339312004053,322.0,35.24844720496895,17.79813664596273,2021-11,1,rails,7.265500098899862,4.24166781908003,0.30383921310419115,68.0,0.6644810022707124,6.358835743327982
2021-12,7.255044113659045,310.0,30.40967741935484,21.903225806451612,2021-12,1,rails,7.569339312004053,7.265500098899862,-0.3142951983450084,-12.0,0.5813035703163222,7.3632945081876535
2022-01,6.702328842159057,247.0,24.477732793522268,12.072874493927126,2022-01,1,rails,7.255044113659045,7.569339312004053,-0.5527152714999879,-63.0,0.6696942844300605,7.1755707559407185
2022-02,7.261767071911832,344.0,30.273255813953487,16.8953488372093,2022-02,1,rails,6.702328842159057,7.255044113659045,0.5594382297527751,97.0,0.6418094416232725,7.073046675909978
2022-03,7.031799816912719,248.0,30.870967741935484,11.846774193548388,2022-03,1,rails,7.261767071911832,6.702328842159057,-0.22996725499911275,-96.0,0.7226732112347345,6.99863191032787
2022-04,6.013836758474369,137.0,30.27007299270073,41.68613138686131,2022-04,1,rails,7.031799816912719,7.261767071911832,-1.01796305843835,-111.0,0.4206735646117232,6.76913454909964
2022-05,4.260888409800501,269.0,88.06319702602231,38.7546468401487,2022-05,1,rails,6.013836758474369,7.031799816912719,-1.7529483486738684,132.0,0.6944069883277599,5.768841661729197
2022-06,7.496394951216641,266.0,36.274436090225564,16.984962406015036,2022-06,0,rails,4.260888409800501,6.013836758474369,3.2355065414161404,-3.0,0.6810898566964658,5.92370670649717
2022-07,7.291786454566616,239.0,49.69874476987448,20.489539748953973,2022-07,1,rails,7.496394951216641,4.260888409800501,-0.20460849665002545,-27.0,0.7080774962641293,6.349689938527919
2022-08,7.531774675960289,272.0,35.91544117647059,15.404411764705882,2022-08,1,rails,7.291786454566616,7.496394951216641,0.23998822139367348,33.0,0.6998352317364886,7.439985360581182
2022-09,7.635414151670539,329.0,97.76595744680851,41.32522796352583,2022-09,1,rails,7.531774675960289,7.291786454566616,0.10363947571025012,57.0,0.7028911081438071,7.486325094065815
2022-10,6.810828506059578,249.0,51.33734939759036,13.401606425702811,2022-10,1,rails,7.635414151670539,7.531774675960289,-0.824585645610961,-80.0,0.7929900744294383,7.326005777896802
